received_at,user_id,score,subscriber,first_mission,score_type,mission
"44,213",prod862659,10,0,1,promoter,289
"44,169",prod845626,9,0,1,promoter,311
"44,174",prod847077,9,0,1,promoter,311
"44,232",prod849722,8,0,0,passive,540
"44,233",prod867894,10,0,1,promoter,311
"44,177",prod849104,8,0,1,passive,311
"44,205",prod859008,10,0,1,promoter,311
"44,205",prod859008,10,0,1,promoter,311
"44,214",prod863160,10,0,1,promoter,311
"44,197",prod842425,10,0,0,promoter,200
"44,234",prod871302,10,0,1,promoter,420
"44,216",prod862210,10,0,0,promoter,2001
"44,277",prod887781,9,0,0,promoter,574
"44,267",prod873580,10,0,1,promoter,311
"44,175",prod838767,9,0,0,promoter,200
"44,176",prod602555,10,0,1,promoter,311
"44,287",prod893388,10,0,0,promoter,574
"44,167",prod832966,10,1,1,promoter,311
"44,295",prod897673,10,0,0,promoter,200
"44,175",prod847730,8,0,1,passive,311
"44,314",prod906273,10,0,1,promoter,311
"44,306",prod903440,8,0,1,passive,311
"44,207",prod860744,10,0,0,promoter,2001
"44,163",prod843074,10,0,0,promoter,540
"44,163",prod843074,10,0,0,promoter,540
"44,344",prod923006,10,0,1,promoter,311
"44,187",prod846658,10,0,1,promoter,311
"44,187",prod846658,10,0,1,promoter,311
"44,356",prod930367,10,0,1,promoter,311
"44,188",prod853651,10,0,1,promoter,311
"44,365",prod936608,7,0,0,passive,200
"44,224",prod867013,10,0,1,promoter,311
"44,224",prod867013,10,0,1,promoter,311
"44,368",prod938049,7,0,1,passive,311
"44,248",prod864419,6,0,1,detractor,311
"44,240",prod870839,10,0,0,promoter,200
"44,258",prod879821,9,0,0,promoter,574
"44,375",prod941480,10,0,1,promoter,311
"44,176",prod847807,8,0,1,passive,311
"44,392",prod952614,7,0,1,passive,311
"44,353",prod924497,7,0,1,passive,311
"44,272",prod732328,8,1,1,passive,311
"44,398",prod956180,4,0,1,detractor,311
"44,181",prod847953,8,0,1,passive,289
"44,234",prod871155,10,0,1,promoter,311
"44,286",prod892138,10,0,0,promoter,574
"44,230",prod866688,7,0,1,passive,311
"44,265",prod882551,10,1,1,promoter,311
"44,310",prod904618,8,0,0,passive,574
"44,312",prod905614,10,0,1,promoter,311
"44,315",prod907024,10,0,1,promoter,311
"44,309",prod904292,10,0,1,promoter,311
"44,172",prod846524,9,0,1,promoter,289
"44,248",prod651138,10,0,1,promoter,311
"44,182",prod817228,10,1,1,promoter,311
"44,180",prod734739,8,0,0,passive,200
"44,170",prod844764,10,0,1,promoter,311
"44,360",prod933230,10,0,0,promoter,574
"44,275",prod886592,2,0,0,detractor,574
"44,330",prod915494,9,0,1,promoter,311
"44,464",prod988974,9,1,0,promoter,52
"44,463",prod988479,7,1,0,passive,574
"44,171",prod846172,7,0,0,passive,200
"44,492",prod982013,10,0,1,promoter,311
"44,359",prod931547,8,0,0,passive,574
"44,360",prod932625,10,0,1,promoter,311
"44,504",prod932328,8,0,1,passive,420
"44,505",prod1006731,8,0,1,passive,311
"44,260",prod880909,10,0,1,promoter,311
"44,227",prod437983,10,0,0,promoter,314
"44,329",prod912458,10,0,0,promoter,513
"44,483",prod995458,9,1,1,promoter,311
"44,288",prod894204,8,0,1,passive,311
"44,362",prod931436,10,0,0,promoter,200
"44,408",prod933675,10,0,1,promoter,311
"44,396",prod955208,10,0,1,promoter,311
"44,384",prod947134,9,0,1,promoter,311
"44,412",prod959592,9,0,1,promoter,311
"44,422",prod968581,9,0,1,promoter,311
"44,372",prod929720,8,0,0,passive,574
"44,415",prod964538,10,0,0,promoter,200
"44,201",prod856475,8,0,1,passive,311
"44,211",prod862145,9,0,1,promoter,311
"44,318",prod905570,8,0,0,passive,290
"44,203",prod858854,7,0,1,passive,311
"44,454",prod981304,10,1,0,promoter,513
"44,177",prod848775,0,0,0,detractor,2001
"44,446",prod980301,9,0,1,promoter,311
"44,163",prod488006,10,0,0,promoter,429
"44,498",prod1004262,7,0,0,passive,200
"44,413",prod963160,10,1,0,promoter,200
"44,407",prod959986,10,0,0,promoter,574
"44,236",prod872066,10,0,1,promoter,311
"44,354",prod927521,7,0,1,passive,311
"44,354",prod927521,7,0,1,passive,311
"44,215",prod762597,6,0,1,detractor,499
"44,193",prod432878,0,0,0,detractor,351
"44,206",prod755740,9,1,1,promoter,289
"44,237",prod828423,10,0,0,promoter,200
"44,218",prod865044,10,0,1,promoter,311
"44,294",prod832880,10,0,1,promoter,311
"44,170",prod844343,8,0,1,passive,311
"44,368",prod898005,10,1,0,promoter,356
"44,228",prod868855,5,0,1,detractor,311
"44,193",prod853003,8,0,1,passive,289
"44,218",prod865167,10,0,1,promoter,311
"44,438",prod976295,10,1,1,promoter,311
"44,247",prod876406,8,0,1,passive,311
"44,258",prod879796,7,0,1,passive,499
"44,198",prod856939,9,0,0,promoter,200
"44,229",prod861935,6,0,0,detractor,351
"44,218",prod865009,6,0,1,detractor,311
"44,266",prod883015,7,0,1,passive,311
"44,167",prod840915,7,1,0,passive,349
"44,194",prod855606,10,0,1,promoter,311
"44,190",prod854400,0,0,1,detractor,499
"44,233",prod867894,10,0,1,promoter,311
"44,248",prod876527,10,0,1,promoter,311
"44,251",prod877433,1,0,1,detractor,311
"44,254",prod877922,10,0,1,promoter,499
"44,254",prod878726,10,0,1,promoter,499
"44,249",prod876855,10,0,1,promoter,311
"44,179",prod848852,10,0,1,promoter,311
"44,300",prod892194,1,0,0,detractor,574
"44,176",prod602555,10,0,1,promoter,311
"44,277",prod887722,10,0,1,promoter,311
"44,287",prod863976,8,0,0,passive,574
"44,295",prod428563,9,0,1,promoter,311
"44,298",prod878572,10,0,1,promoter,311
"44,175",prod847730,8,0,1,passive,311
"44,178",prod849229,10,0,1,promoter,311
"44,184",prod851823,10,0,1,promoter,499
"44,178",prod847188,10,0,1,promoter,311
"44,180",prod850292,8,0,1,passive,311
"44,283",prod888081,9,0,0,promoter,574
"44,182",prod851456,10,0,1,promoter,420
"44,293",prod894951,3,1,1,detractor,311
"44,363",prod935176,10,0,1,promoter,311
"44,206",prod858595,8,0,1,passive,499
"44,218",prod864287,0,0,1,detractor,311
"44,240",prod873634,0,0,0,detractor,2000574
"44,243",prod873519,10,0,1,promoter,311
"44,380",prod944254,10,0,1,promoter,311
"44,386",prod948506,9,0,1,promoter,420
"44,386",prod948875,0,0,1,detractor,311
"44,386",prod948231,10,1,1,promoter,499
"44,353",prod924497,10,0,1,promoter,311
"44,270",prod884872,10,0,1,promoter,311
"44,271",prod884987,4,0,1,detractor,311
"44,398",prod956180,4,0,1,detractor,311
"44,181",prod847953,8,0,1,passive,289
"44,367",prod937556,10,0,1,promoter,311
"44,234",prod871155,10,0,1,promoter,311
"44,404",prod958368,9,0,1,promoter,311
"44,232",prod870628,10,0,1,promoter,311
"44,419",prod936306,9,0,1,promoter,311
"44,278",prod888236,10,0,0,promoter,574
"44,362",prod931630,10,0,1,promoter,311
"44,301",prod900517,10,0,1,promoter,311
"44,433",prod972426,0,0,1,detractor,311
"44,393",prod952699,10,0,1,promoter,311
"44,393",prod952699,10,0,1,promoter,311
"44,183",prod851940,10,0,1,promoter,311
"44,452",prod971708,5,0,1,detractor,311
"44,360",prod933230,10,0,0,promoter,574
"44,298",prod895121,10,0,1,promoter,311
"44,327",prod913224,10,0,1,promoter,311
"44,451",prod982848,9,0,1,promoter,311
"44,422",prod885258,10,1,0,promoter,349
"44,458",prod982224,5,0,0,detractor,312
"44,333",prod917270,10,0,0,promoter,273
"44,333",prod917270,10,0,0,promoter,273
"44,408",prod961267,10,0,0,promoter,574
"44,485",prod999500,10,0,1,promoter,420
"44,342",prod921388,9,0,0,promoter,200
"44,272",prod885357,10,0,0,promoter,200
"44,213",prod827737,10,1,1,promoter,311
"44,359",prod931547,8,0,0,passive,574
"44,357",prod931277,10,0,1,promoter,499
"44,497",prod879490,10,0,0,promoter,200
"44,378",prod943311,10,0,1,promoter,311
"44,336",prod918676,8,0,1,passive,311
"44,376",prod941858,10,0,1,promoter,311
"44,187",prod851123,10,0,0,promoter,200
"44,518",prod1010953,7,0,0,passive,200
"44,457",prod969996,7,1,0,passive,313
"44,513",prod1009324,10,0,1,promoter,311
"44,383",prod946486,0,0,0,detractor,574
"44,383",prod946486,0,0,0,detractor,574
"44,373",prod940498,9,0,1,promoter,311
"44,277",prod718399,10,0,0,promoter,200
"44,406",prod958550,10,0,1,promoter,311
"44,406",prod958550,10,0,1,promoter,311
"44,180",prod848081,5,0,1,detractor,311
"44,180",prod850362,6,0,1,detractor,311
"44,176",prod848246,10,0,1,promoter,499
"44,176",prod848246,10,0,1,promoter,499
"44,387",prod949664,10,0,1,promoter,311
"44,396",prod955247,10,0,1,promoter,311
"44,206",prod860082,9,1,1,promoter,311
"44,176",prod848535,1,0,1,detractor,289
"44,476",prod995780,8,1,1,passive,311
"44,225",prod867399,8,0,1,passive,311
"44,228",prod868394,7,0,1,passive,499
"44,284",prod891211,8,0,1,passive,499
"44,284",prod891211,8,0,1,passive,499
"44,382",prod945267,10,0,1,promoter,311
"44,176",prod845815,10,1,0,promoter,421
"44,404",prod952257,8,1,0,passive,494
"44,411",prod952217,9,1,1,promoter,499
"44,327",prod913520,10,0,1,promoter,311
"44,515",prod1007134,7,1,1,passive,311
"44,510",prod1007552,10,0,1,promoter,420
"44,289",prod893991,8,1,0,passive,200
"44,244",prod631202,8,1,1,passive,311
"44,503",prod1005610,9,0,1,promoter,311
"44,224",prod821914,10,1,1,promoter,311
"44,233",prod867761,0,0,1,detractor,311
"44,240",prod873174,9,0,1,promoter,311
"44,238",prod867819,8,0,1,passive,311
"44,182",prod851261,7,0,0,passive,2001
"44,473",prod991620,8,1,0,passive,500
"44,222",prod866436,9,0,1,promoter,311
"44,247",prod874882,9,0,1,promoter,311
"44,247",prod874882,10,0,1,promoter,311
"44,247",prod876406,8,0,1,passive,311
"44,187",prod566507,10,0,0,promoter,350
"44,274",prod886416,10,0,0,promoter,2000574
"44,184",prod847849,7,0,0,passive,540
"44,176",prod844307,10,0,1,promoter,289
"44,176",prod844307,10,0,1,promoter,289
"44,189",prod508041,10,0,1,promoter,311
"44,186",prod850806,10,0,1,promoter,311
"44,222",prod866383,0,0,1,detractor,311
"44,223",prod865228,8,0,1,passive,311
"44,214",prod863277,8,0,1,passive,311
"44,188",prod853739,8,0,1,passive,311
"44,246",prod875651,9,0,1,promoter,311
"44,205",prod859720,7,0,0,passive,290
"44,254",prod878797,10,0,1,promoter,311
"44,246",prod875912,8,0,1,passive,311
"44,259",prod853745,10,1,1,promoter,311
"44,210",prod847562,10,1,0,promoter,421
"44,231",prod868040,10,0,1,promoter,311
"44,273",prod245795,10,0,1,promoter,311
"44,179",prod849899,10,0,1,promoter,311
"44,184",prod851615,10,0,1,promoter,311
"44,177",prod848541,8,0,0,passive,200
"44,306",prod901287,7,0,1,passive,311
"44,306",prod903337,10,0,1,promoter,311
"44,300",prod900436,10,0,1,promoter,499
"44,235",prod858804,10,0,1,promoter,311
"44,288",prod893838,8,0,0,passive,574
"44,303",prod901922,10,0,1,promoter,311
"44,188",prod853213,7,0,1,passive,311
"44,168",prod844859,9,0,1,promoter,311
"44,335",prod918291,10,0,1,promoter,311
"44,256",prod879331,10,0,1,promoter,311
"44,245",prod875546,10,0,0,promoter,252
"44,341",prod921575,10,0,1,promoter,420
"44,355",prod928981,6,0,0,detractor,2000574
"44,217",prod859441,7,0,1,passive,499
"44,217",prod859441,7,0,1,passive,499
"44,235",prod868967,7,1,0,passive,501
"44,276",prod887587,10,0,1,promoter,311
"44,254",prod878290,0,0,0,detractor,574
"44,254",prod878290,7,0,0,passive,574
"44,266",prod881628,9,1,0,promoter,506
"44,385",prod930262,10,0,0,promoter,52
"44,258",prod879795,6,0,1,detractor,311
"44,389",prod950108,10,0,0,promoter,200
"44,389",prod950108,10,0,0,promoter,200
"44,281",prod890104,10,0,1,promoter,311
"44,400",prod957240,0,0,1,detractor,311
"44,356",prod929075,10,0,1,promoter,311
"44,378",prod762191,7,0,1,passive,311
"44,409",prod961256,9,0,1,promoter,311
"44,386",prod948691,10,0,1,promoter,311
"44,413",prod963557,10,0,1,promoter,311
"44,375",prod941506,10,0,1,promoter,311
"44,399",prod956484,7,0,0,passive,2000574
"44,183",prod841938,10,1,1,promoter,311
"44,300",prod900330,7,0,0,passive,574
"44,300",prod900063,3,0,0,detractor,2000574
"44,404",prod956623,9,0,1,promoter,311
"44,370",prod938561,10,0,1,promoter,311
"44,314",prod906686,10,0,1,promoter,311
"44,321",prod875165,10,1,1,promoter,311
"44,440",prod976012,10,0,1,promoter,420
"44,420",prod966729,8,0,1,passive,311
"44,306",prod901146,10,0,0,promoter,574
"44,456",prod981299,10,1,1,promoter,499
"44,460",prod982452,9,0,1,promoter,311
"44,370",prod931434,10,0,1,promoter,311
"44,465",prod990257,10,0,0,promoter,2000311
"44,327",prod907389,10,0,0,promoter,200
"44,469",prod941205,10,1,1,promoter,311
"44,373",prod941205,10,0,1,promoter,311
"44,475",prod994985,10,0,0,promoter,494
"44,180",prod850374,10,0,1,promoter,311
"44,331",prod898596,9,1,1,promoter,499
"44,226",prod865568,8,1,1,passive,311
"44,275",prod879497,10,1,1,promoter,311
"44,479",prod996766,10,0,0,promoter,2000311
"44,303",prod901716,10,0,1,promoter,420
"44,228",prod868756,10,1,1,promoter,311
"44,471",prod993529,10,0,1,promoter,311
"44,312",prod904243,8,0,1,passive,311
"44,501",prod1005131,10,0,1,promoter,311
"44,522",prod1003212,10,0,1,promoter,311
"44,318",prod908028,10,0,0,promoter,574
"44,165",prod817324,8,1,1,passive,311
"44,322",prod910432,7,0,0,passive,574
"44,212",prod859064,9,1,1,promoter,311
"44,499",prod1004464,8,0,0,passive,575
"44,288",prod893183,10,0,1,promoter,311
"44,288",prod893183,10,0,1,promoter,311
"44,379",prod943928,10,0,1,promoter,311
"44,385",prod948148,10,0,1,promoter,311
"44,393",prod953401,8,0,0,passive,574
"44,381",prod945722,10,0,1,promoter,311
"44,381",prod945722,10,0,1,promoter,311
"44,194",prod855531,10,1,1,promoter,311
"44,168",prod834271,10,0,0,promoter,252
"44,370",prod939447,10,0,1,promoter,311
"44,278",prod733888,10,0,0,promoter,312
"44,404",prod948690,8,0,1,passive,311
"44,407",prod960172,10,0,0,promoter,494
"44,176",prod701199,9,0,1,promoter,311
"44,386",prod949173,10,0,0,promoter,574
"44,398",prod954274,10,0,1,promoter,311
"44,403",prod958245,10,0,1,promoter,311
"44,414",prod963501,10,0,1,promoter,311
"44,230",prod869378,9,0,1,promoter,289
"44,446",prod978588,10,0,1,promoter,311
"44,355",prod916667,10,0,1,promoter,311
"44,440",prod972440,10,1,1,promoter,311
"44,446",prod980045,10,0,1,promoter,311
"44,405",prod934828,10,0,1,promoter,499
"44,189",prod161514,6,0,1,detractor,311
"44,287",prod893343,10,0,1,promoter,311
"44,454",prod985069,9,0,1,promoter,311
"44,469",prod992032,10,0,1,promoter,420
"44,182",prod851028,10,0,1,promoter,311
"44,182",prod851028,10,0,1,promoter,311
"44,186",prod852858,10,0,1,promoter,311
"44,183",prod851551,10,0,1,promoter,311
"44,183",prod851551,10,0,1,promoter,311
"44,201",prod856933,8,1,1,passive,311
"44,237",prod872500,9,0,1,promoter,311
"44,200",prod857665,10,0,1,promoter,311
"44,204",prod857784,10,1,0,promoter,313
"44,289",prod894703,9,0,1,promoter,311
"44,289",prod894703,9,0,1,promoter,311
"44,215",prod861994,9,0,1,promoter,499
"44,258",prod879987,10,0,0,promoter,200
"44,328",prod875147,10,1,1,promoter,420
"44,204",prod849759,10,0,1,promoter,289
"44,299",prod898571,6,0,0,detractor,200
"44,330",prod915798,2,0,1,detractor,311
